Collection Year,MSA/MD,State,County,Census Tract,FFIEC Median Family Income,Population,Minority Population %,Number of Owner Occupied Units,Number of 1 to 4 Family Units,Tract MFI,Tract to MSA Income %,Median Age,Small County
1991,0080,39,153,506302,053.3000,01896908,101500,,,,000541,,0
1991,0080,39,153,506303,091.1800,01684507,903300,,,,008236,,0
1991,0080,39,153,506304,081.1900,01468206,291300,,,,002365,,0
1991,0080,39,153,506400,017.5400,01870408,388800,,,,000682,,0
1991,0080,39,153,506500,076.1700,01365506,480900,,,,003663,,0
1991,0080,39,153,506600,029.2900,01347606,317900,,,,000931,,0
1991,0080,39,153,506700,096.4200,01112905,327200,,,,003155,,0
1991,0080,39,153,506800,092.1600,01088005,139100,,,,001282,,0
1991,0080,39,153,506900,028.9800,01053604,130800,,,,000379,,0
1991,0080,39,153,507101,003.5600,02667512,575700,,,,000205,,0
1991,0080,39,153,507102,003.8400,03953618,320200,,,,000123,,0
1991,0080,39,153,507201,005.9400,03134514,318300,,,,000189,,0
1991,0080,39,153,507202,002.4300,02619012,394400,,,,000096,,0
1991,0080,39,153,507203,004.1700,03111114,484600,,,,000202,,0
1991,0080,39,153,507300,005.1400,02089309,408900,,,,000210,,0
1991,0080,39,153,507400,070.9000,01148105,186600,,,,001323,,0
1991,0080,39,153,507500,044.3900,01684507,679700,,,,003017,,0
1991,0080,39,153,507600,002.4500,01885608,518900,,,,000127,,0
1991,0080,39,153,510100,006.2300,01302206,457400,,,,000285,,0
1991,0080,39,153,510200,000.9400,01828108,529400,,,,000050,,0
1991,0080,39,153,510301,018.4100,01678707,538200,,,,000991,,0
1991,0080,39,153,510302,001.6700,02176310,497800,,,,000083,,0
1991,0080,39,153,510400,000.7000,02112609,440700,,,,000031,,0
1991,0080,39,153,510500,000.7300,01509906,506600,,,,000037,,0
1991,0080,39,153,520101,001.7800,01975409,745500,,,,000133,,0
1991,0080,39,153,520102,001.7500,02432211,519800,,,,000091,,0
1991,0080,39,153,520200,001.4400,02184810,881200,,,,000127,,0
1991,0080,39,153,520300,000.9900,02483311,693500,,,,000069,,0
1991,0080,39,153,520400,000.7100,02240710,607900,,,,000043,,0
1991,0080,39,153,520500,000.5800,02221210,537500,,,,000031,,0
1991,0080,39,153,520600,001.0400,02386711,472700,,,,000049,,0
1991,0080,39,153,530100,009.2600,02611312,084900,,,,001005,,0
1991,0080,39,153,530200,003.6600,03804717,401300,,,,000147,,0
1991,0080,39,153,530300,001.3700,03643416,863200,,,,000118,,0
1991,0080,39,153,530400,001.9000,02427711,740200,,,,000141,,0
1991,0080,39,153,530500,000.8100,02548511,640300,,,,000052,,0
1991,0080,39,153,530601,003.7700,02687512,689100,,,,000260,,0
1991,0080,39,153,530602,003.2800,02755612,460700,,,,000151,,0
1991,0080,39,153,530700,000.8900,03646816,291500,,,,000026,,0
1991,0080,39,153,530801,002.1800,02809012,473100,,,,000103,,0
1991,0080,39,153,530802,001.6600,02953613,114800,,,,000019,,0
1991,0080,39,153,530901,004.0000,02379911,399700,,,,000160,,0
1991,0080,39,153,530902,001.6100,02867913,598000,,,,000096,,0
1991,0080,39,153,530903,001.5900,02270810,414400,,,,000066,,0
1991,0080,39,153,531000,000.9700,01788308,745500,,,,000072,,0
1991,0080,39,153,531100,002.4600,02295810,867000,,,,000213,,0
1991,0080,39,153,531200,000.6500,02353010,306100,,,,000020,,0
1991,0080,39,153,531300,001.1700,01567107,274400,,,,000032,,0
1991,0080,39,153,531400,001.3200,02416111,051800,,,,000139,,0
1991,0080,39,153,531500,001.1400,02549911,710700,,,,000081,,0
1991,0080,39,153,531601,001.3500,02473211,539200,,,,000073,,0
1991,0080,39,153,531602,000.7300,02614712,354400,,,,000026,,0
1991,0080,39,153,531700,001.6900,02248210,850500,,,,000144,,0
1991,0080,39,153,531801,001.1300,02146709,523400,,,,000059,,0
1991,0080,39,153,531802,000.9300,02059609,407400,,,,000038,,0
1991,0080,39,153,531900,000.7800,02225810,269300,,,,000021,,0
1991,0080,39,153,532001,000.7500,02192510,400400,,,,000030,,0
1991,0080,39,153,532002,001.8300,02377310,821600,,,,000150,,0
1991,0080,39,153,532100,007.8500,02631512,642400,,,,000504,,0
1991,0080,39,153,532201,005.3300,02561211,339600,,,,000181,,0
1991,0080,39,153,532202,004.0200,03111814,610000,,,,000245,,0
1991,0080,39,153,532300,002.4500,03653616,847600,,,,000208,,0
1991,0080,39,153,532400,002.2100,02556911,656700,,,,000145,,0
1991,0080,39,153,532500,000.5100,02727912,494100,,,,000025,,0
1991,0080,39,153,532600,001.5100,02268310,284500,,,,000043,,0
1991,0080,39,153,532701,002.4000,02702312,657100,,,,000158,,0
1991,0080,39,153,532702,002.6800,02241110,391300,,,,000105,,0
1991,0080,39,153,532703,001.2600,02937513,429400,,,,000054,,0
1991,0080,39,153,532705,005.9400,03070514,420900,,,,000250,,0
1991,0080,39,153,532706,001.6400,03119914,298000,,,,000049,,0
1991,0120,13,095,000100,030.3900,01691309,684200,,,,002079,,0
1991,0120,13,095,000200,086.5100,00831604,466400,,,,004035,,0
1991,0120,13,095,000300,027.5800,01629809,229500,,,,000633,,0
1991,0120,13,095,000400,004.3400,02162412,489000,,,,000212,,0
1991,0120,13,095,000500,001.7600,03114818,637400,,,,000112,,0
1991,0120,13,095,000600,003.0900,02275413,368800,,,,000114,,0
1991,0120,13,095,000700,002.7100,02239913,203300,,,,000055,,0
1991,0120,13,095,000800,054.6600,00806004,312100,,,,001706,,0
1991,0120,13,095,000900,006.3200,01614009,216700,,,,000137,,0
1991,0120,13,095,001000,002.8300,02108012,183900,,,,000052,,0
1991,0120,13,095,001100,036.5000,01854010,597600,,,,002181,,0
1991,0120,13,095,001200,087.8400,00974305,231100,,,,002030,,0
1991,0120,13,095,001300,058.3000,00000000,028300,,,,000165,,0
1991,0120,13,095,001401,099.2600,00594603,257200,,,,002553,,0
1991,0120,13,095,001402,099.7100,00907105,442000,,,,004407,,0
1991,0120,13,095,001500,099.4400,00707304,496300,,,,004935,,0
1991,0120,13,095,010100,019.8600,02023811,245700,,,,000488,,0
1991,0120,13,095,010200,014.3500,01772910,268200,,,,000385,,0
1991,0120,13,095,010301,092.7100,00000000,100100,,,,000928,,0
1991,0120,13,095,010302,064.5900,01430408,652100,,,,004212,,0
1991,0120,13,095,010400,007.2700,03043017,474400,,,,000345,,0
1991,0120,13,095,010500,048.9100,01736610,333900,,,,001633,,0
1991,0120,13,095,010601,099.8100,01174806,536500,,,,005355,,0
1991,0120,13,095,010602,086.0600,01500008,429000,,,,003692,,0
1991,0120,13,095,010700,021.6300,01769010,463700,,,,001003,,0
1991,0120,13,095,010800,029.2800,01331507,137300,,,,000402,,0
1991,0120,13,095,010900,006.7800,02470814,246400,,,,000167,,0
1991,0120,13,095,011000,010.8900,02230212,340700,,,,000371,,0
1991,0120,13,177,999999,024.6500,01954611,168400,,,,002880,,0
1991,0160,36,001,000100,030.2500,01351906,263100,,,,000796,,0
1991,0160,36,001,000200,078.0600,01032605,587600,,,,004587,,0
1991,0160,36,001,000300,009.1600,01661108,580800,,,,000532,,0
1991,0160,36,001,000400,004.8600,02338111,934800,,,,000454,,0
1991,0160,36,001,000501,010.5900,01869009,359800,,,,000381,,0
1991,0160,36,001,000502,007.6800,02053610,395900,,,,000304,,0
1991,0160,36,001,000600,014.4000,01259706,351400,,,,000506,,0
1991,0160,36,001,000700,043.2700,01278006,500400,,,,002165,,0
1991,0160,36,001,000800,039.3200,01022905,257900,,,,001014,,0
1991,0160,36,001,001100,027.5100,00713003,171200,,,,000471,,0
1991,0160,36,001,001400,010.3100,02048610,368700,,,,000380,,0
1991,0160,36,001,001500,007.9000,01697208,470800,,,,000372,,0
1991,0160,36,001,001600,006.2900,02076410,454800,,,,000286,,0
1991,0160,36,001,001700,004.5600,02304111,432100,,,,000197,,0
1991,0160,36,001,001801,003.0700,02826714,618200,,,,000190,,0
1991,0160,36,001,001802,002.4800,02177310,480800,,,,000119,,0
1991,0160,36,001,001901,003.2800,02276211,317000,,,,000104,,0
1991,0160,36,001,001902,002.4200,02309511,314300,,,,000076,,0
1991,0160,36,001,002000,004.9200,01878909,640200,,,,000315,,0
1991,0160,36,001,002100,016.0600,01361706,416500,,,,000669,,0
1991,0160,36,001,002200,028.5600,01338706,225500,,,,000644,,0
1991,0160,36,001,002300,061.0800,00929204,224800,,,,001373,,0
1991,0160,36,001,002400,059.7500,01093805,031800,,,,000190,,0
1991,0160,36,001,002500,068.9800,01066405,206000,,,,001421,,0
1991,0160,36,001,002600,029.3800,01430407,563700,,,,001656,,0
1991,0160,36,001,002699,095.6500,00000000,004600,,,,000044,,0
1991,0160,36,001,012700,001.0700,01701208,234200,,,,000025,,0
1991,0160,36,001,012800,000.8100,01416907,480000,,,,000039,,0
1991,0160,36,001,012900,001.1500,01384006,366500,,,,000042,,0
1991,0160,36,001,013000,001.4000,02095110,733700,,,,000103,,0
1991,0160,36,001,013100,000.9300,01871309,269600,,,,000025,,0
1991,0160,36,001,013200,001.6500,01606907,369200,,,,000061,,0
1991,0160,36,001,013300,001.6700,01991909,486000,,,,000081,,0
1991,0160,36,001,013400,000.8900,01871409,280200,,,,000025,,0
1991,0160,36,001,013501,002.8300,02273011,113500,,,,000315,,0
1991,0160,36,001,013502,003.9700,02682513,755200,,,,000300,,0
1991,0160,36,001,013601,004.4700,02471312,620200,,,,000277,,0
1991,0160,36,001,013602,006.1300,02336311,401200,,,,000246,,0
1991,0160,36,001,013703,001.3600,02406311,051400,,,,000007,,0
1991,0160,36,001,013704,003.6300,03065915,869800,,,,000316,,0
1991,0160,36,001,013705,002.8800,02344911,622100,,,,000179,,0
1991,0160,36,001,013706,010.7100,02250011,168100,,,,000180,,0
1991,0160,36,001,013800,004.2300,02182310,976200,,,,000413,,0
1991,0160,36,001,013900,005.5100,02357611,886900,,,,000489,,0
1991,0160,36,001,014000,003.4800,01987009,994700,,,,000346,,0
1991,0160,36,001,014100,002.6000,02591012,311600,,,,000081,,0
1991,0160,36,001,014201,002.1400,03014514,452300,,,,000097,,0
1991,0160,36,001,014202,002.0700,02693413,464300,,,,000096,,0
1991,0160,36,001,014203,002.0200,03128215,543800,,,,000110,,0
1991,0160,36,001,014301,011.2000,02298211,275900,,,,000309,,0
1991,0160,36,001,014302,002.7000,02510812,381700,,,,000103,,0
1991,0160,36,001,014401,007.7400,01967109,480500,,,,000372,,0
1991,0160,36,001,014402,002.7200,02144210,309100,,,,000084,,0
1991,0160,36,001,014501,001.0800,02698913,213700,,,,000023,,0
1991,0160,36,001,014502,001.7900,02156910,351900,,,,000063,,0
1991,0160,36,001,014503,001.2700,02607412,332000,,,,000042,,0
1991,0160,36,001,014606,001.2700,02450712,259000,,,,000033,,0
1991,0160,36,001,014607,002.7500,02819914,502700,,,,000138,,0
1991,0160,36,001,014608,004.0200,02512412,425600,,,,000171,,0
1991,0160,36,001,014609,002.9800,02413511,398700,,,,000119,,0
1991,0160,36,001,014610,004.6400,02483712,598700,,,,000278,,0
1991,0160,36,001,014611,002.6700,02058710,273400,,,,000073,,0
1991,0160,36,001,014612,000.8500,02246611,129200,,,,000011,,0
1991,0160,36,001,014613,000.1600,02348211,064200,,,,000001,,0
1991,0160,36,001,014700,001.6600,01841509,247100,,,,000041,,0
1991,0160,36,001,014801,000.7900,02046010,253200,,,,000020,,0
1991,0160,36,001,014802,002.8100,01583907,178000,,,,000050,,0
1991,0160,36,001,014803,000.6800,01745208,292900,,,,000020,,0
1991,0160,36,039,999999,004.7900,01655408,086100,,,,001959,,0
1991,0160,36,057,070100,001.3900,00180600,007200,,,,000001,,0
1991,0160,36,057,070200,010.6700,01565307,306400,,,,000327,,0
1991,0160,36,057,070300,011.2900,01434007,260400,,,,000294,,0
1991,0160,36,057,070400,002.5200,01982609,262200,,,,000066,,0
1991,0160,36,057,070500,001.7100,01996709,303800,,,,000052,,0
1991,0160,36,057,070600,007.1600,01676908,241700,,,,000173,,0
1991,0160,36,057,070700,003.5000,01776808,291600,,,,000102,,0
1991,0160,36,057,070800,002.2200,01582507,302300,,,,000067,,0
1991,0160,36,057,070900,027.8800,01219306,211600,,,,000590,,0
1991,0160,36,057,072100,001.4500,02132910,572100,,,,000083,,0
1991,0160,36,057,072200,000.7100,01877509,379500,,,,000027,,0
1991,0160,36,057,072300,001.1400,01732108,281900,,,,000032,,0
1991,0160,36,057,072400,000.9100,01505107,306400,,,,000028,,0
1991,0160,36,057,072500,001.5600,01506707,474300,,,,000074,,0
1991,0160,36,057,072600,001.0100,01664708,414000,,,,000042,,0
1991,0160,36,057,072700,000.7600,01567307,369400,,,,000028,,0
1991,0160,36,057,072800,001.5600,01864809,359100,,,,000056,,0
1991,0160,36,083,040100,004.0800,01582407,499800,,,,000204,,0
1991,0160,36,083,040200,002.6700,01716708,483900,,,,000129,,0
1991,0160,36,083,040300,002.1400,01824809,350500,,,,000075,,0
1991,0160,36,083,040400,016.8900,01204505,345700,,,,000584,,0
1991,0160,36,083,040500,018.6100,01850009,243900,,,,000454,,0
1991,0160,36,083,040600,015.2700,01559807,607900,,,,000928,,0
1991,0160,36,083,040700,022.3300,00821604,417300,,,,000932,,0
1991,0160,36,083,040800,005.5800,01516307,208000,,,,000116,,0
1991,0160,36,083,040900,002.8300,01481007,325600,,,,000092,,0
1991,0160,36,083,041000,004.5700,01564307,408900,,,,000187,,0
1991,0160,36,083,041100,004.7400,01802608,544200,,,,000258,,0
1991,0160,36,083,041200,001.7600,02038810,381000,,,,000067,,0
1991,0160,36,083,041300,009.9700,01769008,493300,,,,000492,,0
1991,0160,36,083,041401,005.3500,01787708,265200,,,,000142,,0
1991,0160,36,083,041402,020.0900,01474307,088600,,,,000178,,0
1991,0160,36,083,051500,004.7400,01519907,504300,,,,000239,,0
1991,0160,36,083,051599,031.5800,00000000,005700,,,,000018,,0
1991,0160,36,083,051600,004.4300,01932109,394700,,,,000175,,0
1991,0160,36,083,051701,001.0600,01753308,312300,,,,000033,,0
1991,0160,36,083,051702,000.6400,01887009,360900,,,,000023,,0
1991,0160,36,083,051800,001.1600,02074710,490100,,,,000057,,0
1991,0160,36,083,051901,001.1500,01991809,366500,,,,000042,,0
1991,0160,36,083,051902,001.3400,02420312,342900,,,,000046,,0
1991,0160,36,083,052001,001.1800,02267311,947800,,,,000112,,0
1991,0160,36,083,052002,000.2700,02421112,149600,,,,000004,,0
1991,0160,36,083,052101,001.0200,01918809,166500,,,,000017,,0
1991,0160,36,083,052102,000.8800,01560207,136900,,,,000012,,0
1991,0160,36,083,052103,001.0600,01719508,169600,,,,000018,,0
1991,0160,36,083,052201,000.7100,02053010,366400,,,,000026,,0
1991,0160,36,083,052202,001.0100,02047510,702200,,,,000071,,0
1991,0160,36,083,052301,000.9400,02173310,266700,,,,000025,,0
1991,0160,36,083,052302,001.0100,02307511,772900,,,,000078,,0
1991,0160,36,083,052401,003.5800,02185410,159300,,,,000415,,0
1991,0160,36,083,052402,001.0600,02559512,132000,,,,000014,,0
1991,0160,36,083,052501,002.1800,02337011,554600,,,,000121,,0
1991,0160,36,083,052502,001.5100,01961809,409300,,,,000062,,0
1991,0160,36,083,052503,000.8000,01960909,162700,,,,000013,,0
1991,0160,36,083,052601,002.0500,01741108,327300,,,,000067,,0
1991,0160,36,083,052602,001.3200,01882409,128500,,,,000017,,0
1991,0160,36,083,052603,001.6200,01662908,203100,,,,000033,,0
1991,0160,36,091,060101,003.0500,01938509,294700,,,,000090,,0
1991,0160,36,091,060102,000.9500,02037710,452700,,,,000043,,0
1991,0160,36,091,060200,000.8900,01825009,371400,,,,000033,,0
1991,0160,36,091,060300,001.5100,01709808,251400,,,,000038,,0
1991,0160,36,091,060400,000.5600,01799208,270200,,,,000015,,0
1991,0160,36,091,060500,000.6200,01496107,434300,,,,000027,,0
1991,0160,36,091,060600,001.6700,01619208,510400,,,,000085,,0
1991,0160,36,091,060701,001.9000,01699108,420600,,,,000080,,0
1991,0160,36,091,060702,001.3900,02230911,301500,,,,000042,,0
1991,0160,36,091,060800,001.2100,01754508,273200,,,,000033,,0
1991,0160,36,091,060901,000.7900,01726308,276800,,,,000022,,0
1991,0160,36,091,060902,000.3800,01602107,182700,,,,000007,,0
1991,0160,36,091,061000,007.3300,01429507,411800,,,,000302,,0
1991,0160,36,091,061100,005.0500,02080010,639200,,,,000323,,0
1991,0160,36,091,061200,007.2100,01675708,556000,,,,000401,,0
1991,0160,36,091,061301,002.6000,02369611,096200,,,,000025,,0
1991,0160,36,091,061302,002.4700,02258411,541600,,,,000134,,0
1991,0160,36,091,061303,006.0400,00000000,145800,,,,000088,,0
1991,0160,36,091,061401,001.4400,01538707,366800,,,,000053,,0
1991,0160,36,091,061402,001.4600,02085210,549200,,,,000080,,0
1991,0160,36,091,061500,000.8000,01938209,301800,,,,000024,,0
1991,0160,36,091,061600,001.3200,02534712,401900,,,,000053,,0
1991,0160,36,091,061701,001.3600,02224211,279900,,,,000038,,0
1991,0160,36,091,061702,000.8700,02592512,392000,,,,000034,,0
1991,0160,36,091,061800,001.0600,01707008,471100,,,,000050,,0
1991,0160,36,091,061901,002.6100,02135710,617700,,,,000161,,0
1991,0160,36,091,061902,002.4000,01916709,079100,,,,000019,,0
1991,0160,36,091,062000,001.4500,01872509,474400,,,,000069,,0
1991,0160,36,091,062100,001.7200,01849409,157200,,,,000027,,0
1991,0160,36,091,062200,001.8900,01981409,306600,,,,000058,,0
1991,0160,36,091,062300,001.4000,01836509,243400,,,,000034,,0
1991,0160,36,091,062401,000.8600,02083310,266000,,,,000023,,0
1991,0160,36,091,062402,001.8700,01803008,561700,,,,000105,,0
1991,0160,36,091,062403,000.8900,02084310,358300,,,,000032,,0
1991,0160,36,091,062501,002.5700,03379016,327100,,,,000084,,0
1991,0160,36,091,062502,003.2700,02967214,519700,,,,000170,,0
1991,0160,36,091,062503,002.7700,02924014,563600,,,,000156,,0
1991,0160,36,091,062504,002.5800,02759613,534500,,,,000138,,0
1991,0160,36,091,062601,001.0700,02811013,223600,,,,000024,,0
1991,0160,36,091,062602,001.5600,02372911,230400,,,,000036,,0
1991,0160,36,091,062700,000.7900,02189710,478900,,,,000038,,0
1991,0160,36,091,062800,000.5400,01906609,240500,,,,000013,,0
1991,0160,36,093,020100,007.1900,01710808,496300,,,,000357,,0
1991,0160,36,093,020200,003.0200,01658208,264600,,,,000080,,0
1991,0160,36,093,020300,007.6200,01125005,136500,,,,000104,,0
1991,0160,36,093,020400,003.7800,02480812,348800,,,,000132,,0
1991,0160,36,093,020500,001.9900,02392911,518400,,,,000103,,0
1991,0160,36,093,020600,003.8100,02110010,325300,,,,000124,,0
1991,0160,36,093,020700,007.8000,01664008,546400,,,,000426,,0
1991,0160,36,093,020800,013.5100,01516607,407900,,,,000551,,0
1991,0160,36,093,020900,029.2400,01108405,427900,,,,001251,,0
1991,0160,36,093,021001,012.1800,01069405,088700,,,,000108,,0
1991,0160,36,093,021002,031.0400,00859804,264800,,,,000822,,0
1991,0160,36,093,021101,003.3200,01826909,114300,,,,000038,,0
1991,0160,36,093,021102,005.8500,02250011,037600,,,,000022,,0
1991,0160,36,093,021103,009.3300,01152805,034300,,,,000032,,0
1991,0160,36,093,021200,002.4200,01810908,322300,,,,000078,,0
